Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-01-02 00:00:00-05:00,37.79841808578176,38.15231804185981,37.72960462210576,37.92621612548828,494800,0.0,0.0,0.0
2025-01-03 00:00:00-05:00,38.25061956876885,38.39807912476035,38.09333112573564,38.26044845581055,262000,0.0,0.0,0.0
2025-01-06 00:00:00-05:00,38.53570916357457,38.830624549382144,38.240793777766996,38.34892654418945,287500,0.0,0.0,0.0
2025-01-07 00:00:00-05:00,38.64384547496405,39.007574323861306,38.516047433439724,38.742149353027344,320000,0.0,0.0,0.0
2025-01-08 00:00:00-05:00,38.4570614179052,38.66350555419922,38.309605606326535,38.66350555419922,246700,0.0,0.0,0.0
2025-01-10 00:00:00-05:00,39.105878344178244,39.45977830657756,38.53570909924246,38.673336029052734,439200,0.0,0.0,0.0
2025-01-13 00:00:00-05:00,38.77163836104819,39.469609370186866,38.77163836104819,39.17469024658203,1198200,0.0,0.0,0.0
2025-01-14 00:00:00-05:00,39.08621464008145,39.567912617623385,39.06655686553493,39.518760681152344,343300,0.0,0.0,0.0
2025-01-15 00:00:00-05:00,39.78418575510241,40.0889300121501,39.725201181132356,40.02994918823242,231300,0.0,0.0,0.0
2025-01-16 00:00:00-05:00,39.98079552130511,40.19706855340191,39.85300122965935,40.088932037353516,299500,0.0,0.0,0.0
2025-01-17 00:00:00-05:00,40.138085451736956,40.51164316775731,40.059439353594335,40.42316818237305,275900,0.0,0.0,0.0
2025-01-21 00:00:00-05:00,40.32486400851965,40.51164286513458,40.14791403907293,40.30520248413086,1074700,0.0,0.0,0.0
2025-01-22 00:00:00-05:00,40.22655742499133,40.275713112258366,39.71537277789649,39.75469207763672,777900,0.0,0.0,0.0
2025-01-23 00:00:00-05:00,39.94147326212309,40.15774252815112,39.72520024604276,39.931640625,630300,0.0,0.0,0.0
2025-01-24 00:00:00-05:00,39.93164349105947,40.0594415324661,39.54825311689213,39.57774353027344,207000,0.0,0.0,0.0
2025-01-27 00:00:00-05:00,39.48926693236502,39.49909956979352,39.04689574944515,39.312320709228516,588800,0.0,0.0,0.0
2025-01-28 00:00:00-05:00,39.34181233304857,39.43028732236786,38.72248740781356,38.94858932495117,685100,0.0,0.0,0.0
2025-01-29 00:00:00-05:00,38.7323173242312,39.09604614363173,38.7323173242312,38.97808074951172,303200,0.0,0.0,0.0
2025-01-30 00:00:00-05:00,39.26316452026367,39.47943754029701,39.08621454933683,39.26316452026367,839100,0.0,0.0,0.0
2025-01-31 00:00:00-05:00,39.302487560143604,39.302487560143604,38.34892424482306,38.42757034301758,805300,0.0,0.0,0.0
2025-02-03 00:00:00-05:00,38.15231764205884,38.604521470063204,37.85739851504927,38.388248443603516,728400,0.0,0.0,0.0
2025-02-04 00:00:00-05:00,38.32926704077919,39.36147271960415,38.32926704077919,39.24350357055664,602100,0.0,0.0,0.0
2025-02-05 00:00:00-05:00,39.32215118408203,39.400797286475424,39.12553967815111,39.32215118408203,209500,0.0,0.0,0.0
2025-02-06 00:00:00-05:00,39.53842178040421,39.607235240733864,38.692994982008635,38.88960647583008,484100,0.0,0.0,0.0
2025-02-07 00:00:00-05:00,39.03706387696017,39.1943523284266,38.83062348754531,38.899436950683594,345600,0.0,0.0,0.0
2025-02-10 00:00:00-05:00,39.23367620731623,39.66621852046995,39.22384731953998,39.57774353027344,539300,0.0,0.0,0.0
2025-02-11 00:00:00-05:00,39.81367687702958,40.15774418952614,39.59740385200177,39.94147491455078,336100,0.0,0.0,0.0
2025-02-12 00:00:00-05:00,39.66621762650706,39.892323290843244,39.16486186006103,39.223846435546875,518600,0.0,0.0,0.0
2025-02-13 00:00:00-05:00,39.16486187909913,39.587575295155325,38.96825037743654,39.47943878173828,555900,0.0,0.0,0.0
2025-02-14 00:00:00-05:00,39.71537261651699,40.157743799703354,39.558084168037915,39.56791305541992,232000,0.0,0.0,0.0
2025-02-18 00:00:00-05:00,39.607236489531644,40.18723835206331,39.48926733948787,39.94147491455078,505700,0.0,0.0,0.0
2025-02-19 00:00:00-05:00,39.941474202303525,40.39367801925017,39.90215115299015,40.02994918823242,724600,0.0,0.0,0.0
2025-02-20 00:00:00-05:00,40.04960946219618,40.482151740978445,39.980792253020645,40.3936767578125,409600,0.0,0.0,0.0
2025-02-21 00:00:00-05:00,40.147916445729756,40.147916445729756,39.56791456667576,39.64656066894531,496900,0.0,0.0,0.0
2025-02-24 00:00:00-05:00,39.69571268390383,39.774355036271515,39.44994923891937,39.57774353027344,334300,0.0,0.0,0.0
2025-02-25 00:00:00-05:00,39.646559344328786,39.77435363116828,38.89943639794012,39.17469024658203,474900,0.0,0.0,0.0
2025-02-26 00:00:00-05:00,39.15503159592971,39.253335468230894,38.87977400339214,39.076385498046875,234700,0.0,0.0,0.0
2025-02-27 00:00:00-05:00,39.09604759785994,39.46960906819607,38.99773997405969,39.056724548339844,2822000,0.0,0.0,0.0
2025-02-28 00:00:00-05:00,38.92892789481632,39.50892977065059,38.722487502583576,39.45977783203125,683700,0.0,0.0,0.0
2025-03-03 00:00:00-05:00,39.764523558166964,39.87266006692433,38.01468539382932,38.37841796875,913400,0.0,0.0,0.0
