Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-01-02 00:00:00-05:00,37.56591250308954,37.61581332655115,37.02697447245112,37.22658157348633,189300,0.0,0.0,0.0
2025-01-03 00:00:00-05:00,37.37628978216957,37.82540483090588,37.266505680568585,37.69565963745117,411100,0.0,0.0,0.0
2025-01-06 00:00:00-05:00,37.595854370475244,37.77550039088861,37.29145818791877,37.386268615722656,358800,0.0,0.0,0.0
2025-01-07 00:00:00-05:00,37.48607242446493,37.58587407265936,37.01699630213569,37.04693603515625,411400,0.0,0.0,0.0
2025-01-08 00:00:00-05:00,37.29644346742426,37.47608947753906,37.01699581044069,37.47608947753906,1361200,0.0,0.0,0.0
2025-01-10 00:00:00-05:00,36.53794270900287,37.48108240126908,36.53794270900287,37.31640625,522800,0.0,0.0,0.0
2025-01-13 00:00:00-05:00,36.927172944559025,37.66571807861328,36.85731103004983,37.66571807861328,169500,0.0,0.0,0.0
2025-01-14 00:00:00-05:00,38.01502731261134,38.12481140791632,37.79545912200137,38.03498840332031,252700,0.0,0.0,0.0
2025-01-15 00:00:00-05:00,38.524025290639685,38.534007740492925,38.124814861859726,38.40426254272461,226500,0.0,0.0,0.0
2025-01-16 00:00:00-05:00,38.55396512278088,38.85337386734961,38.424219937498556,38.84339141845703,405300,0.0,0.0,0.0
2025-01-17 00:00:00-05:00,38.913258049472184,39.06296052166431,38.67372876390043,38.98311996459961,196700,0.0,0.0,0.0
2025-01-21 00:00:00-05:00,39.51207499391458,40.18075440273297,39.36236871665048,40.160797119140625,492900,0.0,0.0,0.0
2025-01-22 00:00:00-05:00,40.330463286941715,40.330463286941715,39.961192601593226,40.140838623046875,489500,0.0,0.0,0.0
2025-01-23 00:00:00-05:00,40.250620731517024,40.28555168911398,39.73164378494163,40.1707763671875,309200,0.0,0.0,0.0
2025-01-24 00:00:00-05:00,40.32048419464955,40.32048419464955,40.02107162410797,40.07097625732422,164800,0.0,0.0,0.0
2025-01-27 00:00:00-05:00,39.86138737351568,39.92127065007886,39.427245991797065,39.581939697265625,163600,0.0,0.0,0.0
2025-01-28 00:00:00-05:00,39.771561776428356,39.771561776428356,39.17274427848625,39.35239028930664,1628900,0.0,0.0,0.0
2025-01-29 00:00:00-05:00,39.142805042309476,39.37235187967226,38.81345274923101,38.92323684692383,240700,0.0,0.0,0.0
2025-01-30 00:00:00-05:00,39.10288538681867,39.43223389399051,38.96316154697673,39.40229415893555,153400,0.0,0.0,0.0
2025-01-31 00:00:00-05:00,39.551996918288054,39.9013064867145,39.302488995929515,39.53203582763672,283500,0.0,0.0,0.0
2025-02-03 00:00:00-05:00,39.013062374464695,39.57196154102154,38.673731417481804,39.40229415893555,207100,0.0,0.0,0.0
2025-02-04 00:00:00-05:00,40.510109999065605,40.74963930081729,40.36040370957216,40.58995056152344,1852500,0.0,0.0,0.0
2025-02-05 00:00:00-05:00,40.80951570844786,40.87139394812405,40.3803617717728,40.54004669189453,408800,0.0,0.0,0.0
2025-02-06 00:00:00-05:00,40.16079939133777,40.31249683691722,39.80150735132712,40.26060104370117,377100,0.0,0.0,0.0
2025-02-07 00:00:00-05:00,40.46020693008577,40.60990940409641,40.20071655029843,40.240638732910156,263200,0.0,0.0,0.0
2025-02-10 00:00:00-05:00,40.320483363182966,40.70971512823373,40.18075572312342,40.61989212036133,199800,0.0,0.0,0.0
2025-02-11 00:00:00-05:00,40.97918611232038,41.06800783375964,40.61989406364203,40.83945846557617,182100,0.0,0.0,0.0
2025-02-12 00:00:00-05:00,40.5001298261213,41.029085429883324,40.49014737669809,40.689754486083984,598000,0.0,0.0,0.0
2025-02-13 00:00:00-05:00,41.14884862543829,41.14884862543829,40.609910566322625,40.75961685180664,268400,0.0,0.0,0.0
2025-02-14 00:00:00-05:00,41.328492927851606,41.368415109947016,40.66979215203262,40.9193000793457,438400,0.0,0.0,0.0
2025-02-18 00:00:00-05:00,42.95528748563626,43.005188311758765,42.645896272174326,42.88542556762695,465700,0.0,0.0,0.0
2025-02-19 00:00:00-05:00,42.9453044830639,43.14491159217245,42.19279074528596,42.376426696777344,613000,0.0,0.0,0.0
2025-02-20 00:00:00-05:00,41.807549136230115,41.937294328929575,41.019103144948055,41.81753158569336,417300,0.0,0.0,0.0
2025-02-21 00:00:00-05:00,41.81753180999385,41.97721673756163,41.11890882418892,41.25863265991211,156000,0.0,0.0,0.0
2025-02-24 00:00:00-05:00,41.687785226817894,41.7376860511713,41.09894636219437,41.298553466796875,270700,0.0,0.0,0.0
2025-02-25 00:00:00-05:00,41.71772701835943,41.99717850146672,41.45125424270726,41.95725631713867,324000,0.0,0.0,0.0
2025-02-26 00:00:00-05:00,41.97721618951563,42.193788132059055,41.73768689769671,41.937294006347656,322500,0.0,0.0,0.0
2025-02-27 00:00:00-05:00,42.31654635558833,42.455272703440926,41.73768613184113,41.9871940612793,401700,0.0,0.0,0.0
2025-02-28 00:00:00-05:00,41.75764675223208,42.166839599609375,41.35943383741683,42.166839599609375,448400,0.0,0.0,0.0
2025-03-03 00:00:00-05:00,44.54215698940405,44.71182055534295,44.07807208460973,44.49225616455078,1030300,0.0,0.0,0.0
2025-03-04 00:00:00-05:00,44.08305895213738,45.77672117587097,43.83055857336015,45.4204216003418,1045100,0.0,0.0,0.0
2025-03-05 00:00:00-05:00,45.17091519963373,46.53822143436861,45.13099682321243,46.508277893066406,956200,0.0,0.0,0.0
2025-03-06 00:00:00-05:00,46.24879016148985,46.31865207747245,45.669929935132465,45.98930358886719,723700,0.0,0.0,0.0
2025-03-07 00:00:00-05:00,45.55016734943221,46.194895752828394,44.99127201967013,45.929420471191406,628400,0.0,0.0,0.0
2025-03-10 00:00:00-04:00,45.59009112830452,45.979322905784194,44.935380252704476,45.33060073852539,694800,0.0,0.0,0.0
2025-03-11 00:00:00-04:00,45.749774353686824,45.896484377421274,45.13099575118166,45.49028778076172,640700,0.0,0.0,0.0
2025-03-12 00:00:00-04:00,45.91943709795489,46.07912201855799,45.31363340600902,46.03920364379883,516600,0.0,0.0,0.0
2025-03-13 00:00:00-04:00,45.68989010122727,46.2038758186292,45.63001063570553,46.099082946777344,1431200,0.0,0.0,0.0
2025-03-14 00:00:00-04:00,47.17695993874102,47.775777448848906,46.98733528221759,47.67597579956055,695100,0.0,0.0,0.0
2025-03-17 00:00:00-04:00,47.975384949465656,48.353640589328094,47.92248786673792,48.24485397338867,755600,0.0,0.0,0.0
2025-03-18 00:00:00-04:00,48.55424422597468,48.69895547363307,47.91550073338347,48.60414505004883,864800,0.0,0.0,0.0
2025-03-19 00:00:00-04:00,47.995347540289934,48.5043420632528,47.81570151872915,48.394561767578125,622700,0.0,0.0,0.0
2025-03-20 00:00:00-04:00,47.16697632247045,47.46638887730506,46.95739057983725,47.15699768066406,651400,0.0,0.0,0.0
2025-03-21 00:00:00-04:00,46.53822265361601,46.78773059693363,46.16196196437441,46.52824020385742,581200,0.0,0.0,0.0
2025-03-24 00:00:00-04:00,47.19692194877134,47.586153718637135,47.067176756419755,47.566192626953125,444900,0.0,0.0,0.0
2025-03-25 00:00:00-04:00,47.55621274065055,47.88256877640938,47.48635082517856,47.795738220214844,418300,0.0,0.0,0.0
2025-03-26 00:00:00-04:00,47.90552450804644,48.09415168844404,47.31169439219829,47.4564094543457,654600,0.0,0.0,0.0
2025-03-27 00:00:00-04:00,47.38654571289473,47.775777475400055,47.206899698324754,47.42646789550781,418200,0.0,0.0,0.0
2025-03-28 00:00:00-04:00,46.907491662266885,46.97036738761147,46.20886868458257,46.43841552734375,427600,0.0,0.0,0.0
2025-03-31 00:00:00-04:00,45.879521394935324,46.60808412556325,45.67991428076036,46.458377838134766,431700,0.0,0.0,0.0
2025-04-01 00:00:00-04:00,46.8476092200536,47.20690126108776,46.6080837308235,47.07715606689453,1106400,0.0,0.0,0.0
2025-04-02 00:00:00-04:00,46.36855368281509,47.29672350471226,46.20886875685369,47.12705993652344,511200,0.0,0.0,0.0
2025-04-03 00:00:00-04:00,47.07715635530488,48.04524838211233,47.07715635530488,47.20690155029297,972800,0.0,0.0,0.0
2025-04-04 00:00:00-04:00,45.959360155257414,45.959360155257414,43.55410385131836,43.55410385131836,1477800,0.0,0.0,0.0
2025-04-07 00:00:00-04:00,42.28660266704971,44.42238992640915,41.92831193143495,43.4842414855957,1530200,0.0,0.0,0.0
2025-04-08 00:00:00-04:00,45.94938140141182,46.11904496672629,43.97527401539566,44.5521354675293,561500,0.0,0.0,0.0
2025-04-09 00:00:00-04:00,44.562119565885865,48.16501101813302,44.50722751456124,47.95542526245117,692400,0.0,0.0,0.0
2025-04-10 00:00:00-04:00,47.21688316519388,48.08516971620289,46.65798401813197,47.75581741333008,855100,0.0,0.0,0.0
2025-04-11 00:00:00-04:00,48.30473908896268,49.3127494993728,48.04524869728427,49.212947845458984,1094000,0.0,0.0,0.0
2025-04-14 00:00:00-04:00,50.25089693454807,50.380642127660586,49.652079409271636,50.071250915527344,851500,0.0,0.0,0.0
2025-04-15 00:00:00-04:00,50.41058042538332,50.814785860257125,50.30080013438891,50.61018753051758,827200,0.0,0.0,0.0
2025-04-16 00:00:00-04:00,50.59022830530776,50.82975760174169,50.05129405091219,50.390625,1555700,0.0,0.0,0.0
2025-04-17 00:00:00-04:00,50.370662368900305,50.779855223780295,49.98143060537896,50.49042510986328,688100,0.0,0.0,0.0
